h[m], water_content[-], rel_perm[-]
  3.522523,   0.167349,   0.270098
  3.531532,   0.167267,   0.269807
  3.540541,   0.167186,   0.269517
  3.549550,   0.167105,   0.269228
  3.558559,   0.167024,   0.268940
  3.567568,   0.166944,   0.268653
  3.576577,   0.166863,   0.268367
  3.585586,   0.166784,   0.268082
  3.594595,   0.166704,   0.267799
  3.603604,   0.166625,   0.267516
  3.612613,   0.166546,   0.267234
  3.621622,   0.166467,   0.266953
  3.630631,   0.166389,   0.266673
  3.639640,   0.166311,   0.266394
  3.648649,   0.166233,   0.266116
  3.657658,   0.166155,   0.265839
  3.666667,   0.166078,   0.265563
  3.675676,   0.166001,   0.265288
  3.684685,   0.165924,   0.265014
  3.693694,   0.165848,   0.264741
  3.702703,   0.165772,   0.264469
  3.711712,   0.165696,   0.264197
  3.720721,   0.165620,   0.263927
  3.729730,   0.165545,   0.263657
  3.738739,   0.165470,   0.263389
  3.747748,   0.165395,   0.263121
  3.756757,   0.165321,   0.262854
  3.765766,   0.165246,   0.262589
  3.774775,   0.165172,   0.262324
  3.783784,   0.165098,   0.262059
  3.792793,   0.165025,   0.261796
  3.801802,   0.164952,   0.261534
  3.810811,   0.164879,   0.261272
  3.819820,   0.164806,   0.261012
  3.828829,   0.164733,   0.260752
  3.837838,   0.164661,   0.260493
  3.846847,   0.164589,   0.260235
  3.855856,   0.164517,   0.259978
  3.864865,   0.164446,   0.259721
  3.873874,   0.164374,   0.259466
  3.882883,   0.164303,   0.259211
  3.891892,   0.164233,   0.258957
  3.900901,   0.164162,   0.258704
  3.909910,   0.164092,   0.258452
  3.918919,   0.164022,   0.258200
  3.927928,   0.163952,   0.257950
  3.936937,   0.163882,   0.257700
  3.945946,   0.163813,   0.257451
  3.954955,   0.163744,   0.257203
  3.963964,   0.163675,   0.256955
  3.972973,   0.163606,   0.256709
  3.981982,   0.163537,   0.256463
  3.990991,   0.163469,   0.256218
  4.000000,   0.163401,   0.255974
  4.009009,   0.163333,   0.255730
  4.018018,   0.163266,   0.255487
  4.027027,   0.163198,   0.255245
  4.036036,   0.163131,   0.255004
  4.045045,   0.163064,   0.254763
  4.054054,   0.162998,   0.254524
  4.063063,   0.162931,   0.254285
  4.072072,   0.162865,   0.254047
  4.081081,   0.162799,   0.253809
  4.090090,   0.162733,   0.253572
  4.099099,   0.162667,   0.253336
  4.108108,   0.162602,   0.253101
  4.117117,   0.162537,   0.252866
  4.126126,   0.162472,   0.252632
  4.135135,   0.162407,   0.252399
  4.144144,   0.162342,   0.252167
  4.153153,   0.162278,   0.251935
  4.162162,   0.162214,   0.251704
  4.171171,   0.162150,   0.251474
  4.180180,   0.162086,   0.251244
  4.189189,   0.162023,   0.251015
  4.198198,   0.161959,   0.250787
  4.207207,   0.161896,   0.250559
  4.216216,   0.161833,   0.250333
  4.225225,   0.161770,   0.250106
  4.234234,   0.161708,   0.249881
  4.243243,   0.161645,   0.249656
  4.252252,   0.161583,   0.249432
  4.261261,   0.161521,   0.249208
  4.270270,   0.161459,   0.248985
  4.279279,   0.161398,   0.248763
  4.288288,   0.161336,   0.248542
  4.297297,   0.161275,   0.248321
  4.306306,   0.161214,   0.248101
  4.315315,   0.161153,   0.247881
  4.324324,   0.161092,   0.247662
  4.333333,   0.161032,   0.247444
  4.342342,   0.160972,   0.247226
  4.351351,   0.160911,   0.247009
  4.360360,   0.160851,   0.246793
  4.369369,   0.160792,   0.246577
  4.378378,   0.160732,   0.246362
  4.387387,   0.160673,   0.246147
  4.396396,   0.160613,   0.245933
  4.405405,   0.160554,   0.245720
  4.414414,   0.160496,   0.245507
  4.423423,   0.160437,   0.245295
  4.432432,   0.160378,   0.245084
  4.441441,   0.160320,   0.244873
  4.450450,   0.160262,   0.244663
  4.459459,   0.160204,   0.244453
  4.468468,   0.160146,   0.244244
  4.477477,   0.160088,   0.244036
  4.486486,   0.160031,   0.243828
  4.495495,   0.159973,   0.243620
  4.504505,   0.159916,   0.243414
  4.513514,   0.159859,   0.243208
  4.522523,   0.159802,   0.243002
  4.531532,   0.159746,   0.242797
  4.540541,   0.159689,   0.242593
  4.549550,   0.159633,   0.242389
  4.558559,   0.159577,   0.242186
  4.567568,   0.159521,   0.241983
  4.576577,   0.159465,   0.241781
  4.585586,   0.159409,   0.241579
  4.594595,   0.159354,   0.241378
  4.603604,   0.159298,   0.241178
  4.612613,   0.159243,   0.240978
  4.621622,   0.159188,   0.240778
  4.630631,   0.159133,   0.240580
  4.639640,   0.159079,   0.240381
  4.648649,   0.159024,   0.240184
  4.657658,   0.158970,   0.239986
  4.666667,   0.158915,   0.239790
